project_id,project_name,project_type,scenario_name,scenario_type,record_group,sku_id,metric,description,value,unit,data_state,source_reference,effective_date,owner_name,month_start,month_end,phase,include_in_model,notes
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,project_identity,IDENT-001,project_stage,project stage,development,other,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,project_identity,IDENT-002,program_units,program units,100,units,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,project_identity,IDENT-003,program_buildings,program buildings,100,units,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,project_identity,IDENT-004,program_residential_sf,program residential sf,190000,sf,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,project_identity,IDENT-005,program_gross_sf,program gross sf,210000,sf,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-001,development_cost,development cost,13200000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-002,development_cost_per_unit,development cost per unit,132000,usd_per_unit,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-003,development_cost_per_gross_sf,development cost per gross sf,63,usd_per_sf,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-004,stabilized_occupancy_bps,stabilized occupancy bps,10000,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-005,operating_expense_ratio_bps,operating expense ratio bps,0,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-006,construction_debt_commitment,construction debt commitment,8580000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-007,construction_interest_rate_bps,construction interest rate bps,825,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-008,construction_interest_only_months,construction interest only months,24,months,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
6,Garden Haven,Single-Family Residential Development,Preliminary Planning — Low,downside,scenario_driver,DRV-009,amortization_months,amortization months,360,months,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Inferred preliminary planning assumption anchored to the $11.5M historical planning figure.
